time,open,high,low,close,tick_volume,spread
2026-06-01T10:00:00Z,145.202,145.260,145.199,145.260,28,13
2026-06-01T10:01:00Z,145.260,145.282,145.240,145.255,32,12
2026-06-01T10:02:00Z,145.255,145.255,145.121,145.153,19,18
2026-06-01T10:03:00Z,145.153,145.197,145.132,145.183,30,17
2026-06-01T10:04:00Z,145.183,145.226,145.176,145.176,24,17
2026-06-01T10:05:00Z,145.176,145.234,145.150,145.234,18,13
2026-06-01T10:06:00Z,145.234,145.303,145.230,145.294,32,17
2026-06-01T10:07:00Z,145.294,145.371,145.294,145.371,28,14
2026-06-01T10:08:00Z,145.371,145.378,145.328,145.354,26,14
2026-06-01T10:09:00Z,145.354,145.372,145.315,145.335,20,17
2026-06-01T10:10:00Z,145.335,145.335,145.262,145.282,19,16
2026-06-01T10:11:00Z,145.282,145.315,145.270,145.270,29,16
2026-06-01T10:12:00Z,145.270,145.303,145.264,145.264,31,15
2026-06-01T10:13:00Z,145.264,145.366,145.264,145.366,25,16
2026-06-01T10:14:00Z,145.366,145.366,145.323,145.326,32,18
2026-06-01T10:15:00Z,145.326,145.418,145.326,145.418,16,14
2026-06-01T10:16:00Z,145.418,145.456,145.393,145.411,26,16
2026-06-01T10:17:00Z,145.411,145.411,145.300,145.312,27,17
2026-06-01T10:18:00Z,145.312,145.367,145.312,145.321,18,18
2026-06-01T10:19:00Z,145.321,145.341,145.290,145.312,19,13
2026-06-01T10:20:00Z,145.312,145.341,145.301,145.317,19,13
2026-06-01T10:21:00Z,145.317,145.317,145.252,145.259,30,18
2026-06-01T10:22:00Z,145.259,145.259,145.215,145.246,24,13
2026-06-01T10:23:00Z,145.246,145.324,145.236,145.324,18,12
2026-06-01T10:24:00Z,145.324,145.370,145.324,145.338,29,13
2026-06-01T10:25:00Z,145.338,145.378,145.319,145.374,24,18
2026-06-01T10:26:00Z,145.374,145.427,145.369,145.400,20,14
2026-06-01T10:27:00Z,145.400,145.400,145.248,145.252,27,12
2026-06-01T10:28:00Z,145.252,145.265,145.189,145.247,23,16
2026-06-01T10:29:00Z,145.247,145.272,145.242,145.269,28,14
2026-06-01T10:30:00Z,145.269,145.289,145.260,145.277,16,17
2026-06-01T10:31:00Z,145.277,145.332,145.277,145.327,16,17
2026-06-01T10:32:00Z,145.327,145.444,145.327,145.430,27,13
2026-06-01T10:33:00Z,145.430,145.465,145.420,145.423,19,12
2026-06-01T10:34:00Z,145.423,145.532,145.423,145.532,23,16
2026-06-01T10:35:00Z,145.532,145.571,145.499,145.499,20,15
2026-06-01T10:36:00Z,145.499,145.554,145.499,145.513,28,14
2026-06-01T10:37:00Z,145.513,145.566,145.495,145.495,29,14
2026-06-01T10:38:00Z,145.495,145.528,145.482,145.493,25,12
2026-06-01T10:39:00Z,145.493,145.593,145.493,145.593,17,13
2026-06-01T10:40:00Z,145.593,145.620,145.573,145.596,18,13
2026-06-01T10:41:00Z,145.596,145.652,145.574,145.652,22,16
2026-06-01T10:42:00Z,145.652,145.663,145.617,145.660,17,14
2026-06-01T10:43:00Z,145.660,145.660,145.629,145.644,17,14
2026-06-01T10:44:00Z,145.644,145.644,145.590,145.620,27,12
2026-06-01T10:45:00Z,145.620,145.620,145.506,145.506,21,15
2026-06-01T10:46:00Z,145.506,145.559,145.444,145.444,15,18
2026-06-01T10:47:00Z,145.444,145.501,145.416,145.501,28,17
2026-06-01T10:48:00Z,145.501,145.563,145.501,145.561,24,18
2026-06-01T10:49:00Z,145.561,145.634,145.546,145.609,19,17
2026-06-01T10:50:00Z,145.609,145.650,145.595,145.599,26,12
2026-06-01T10:51:00Z,145.599,145.653,145.599,145.634,15,12
2026-06-01T10:52:00Z,145.634,145.647,145.566,145.582,18,17
2026-06-01T10:53:00Z,145.582,145.603,145.582,145.595,25,14
2026-06-01T10:54:00Z,145.595,145.595,145.532,145.547,15,18
2026-06-01T10:55:00Z,145.547,145.569,145.530,145.538,21,12
2026-06-01T10:56:00Z,145.538,145.538,145.447,145.447,29,18
2026-06-01T10:57:00Z,145.447,145.471,145.441,145.450,17,16
2026-06-01T10:58:00Z,145.450,145.504,145.450,145.504,24,14
2026-06-01T10:59:00Z,145.504,145.552,145.480,145.532,15,15
2026-06-01T11:00:00Z,145.532,145.542,145.473,145.473,26,18
2026-06-01T11:01:00Z,145.473,145.473,145.450,145.458,19,18
2026-06-01T11:02:00Z,145.458,145.470,145.440,145.450,21,17
2026-06-01T11:03:00Z,145.450,145.538,145.450,145.496,23,18
2026-06-01T11:04:00Z,145.496,145.555,145.459,145.479,24,15
2026-06-01T11:05:00Z,145.479,145.517,145.435,145.517,28,14
2026-06-01T11:06:00Z,145.517,145.541,145.506,145.508,29,14
2026-06-01T11:07:00Z,145.508,145.508,145.460,145.502,13,12
2026-06-01T11:08:00Z,145.502,145.524,145.478,145.515,29,12
2026-06-01T11:09:00Z,145.515,145.520,145.459,145.481,19,17
2026-06-01T11:10:00Z,145.481,145.486,145.417,145.417,29,16
2026-06-01T11:11:00Z,145.417,145.417,145.376,145.376,18,17
2026-06-01T11:12:00Z,145.376,145.452,145.366,145.428,25,16
2026-06-01T11:13:00Z,145.428,145.462,145.400,145.462,25,15
2026-06-01T11:14:00Z,145.462,145.462,145.354,145.357,16,15
2026-06-01T11:15:00Z,145.357,145.401,145.345,145.394,20,13
2026-06-01T11:16:00Z,145.394,145.436,145.383,145.436,25,13
2026-06-01T11:17:00Z,145.436,145.481,145.429,145.435,27,13
2026-06-01T11:18:00Z,145.435,145.445,145.392,145.392,27,14
2026-06-01T11:19:00Z,145.392,145.456,145.392,145.431,14,17
2026-06-01T11:20:00Z,145.431,145.441,145.345,145.379,16,18
2026-06-01T11:21:00Z,145.379,145.469,145.379,145.454,27,15
2026-06-01T11:22:00Z,145.454,145.502,145.453,145.462,14,18
2026-06-01T11:23:00Z,145.462,145.527,145.462,145.527,21,13
2026-06-01T11:24:00Z,145.527,145.538,145.465,145.465,17,15
2026-06-01T11:25:00Z,145.465,145.505,145.451,145.451,28,16
2026-06-01T11:26:00Z,145.451,145.514,145.432,145.514,17,18
2026-06-01T11:27:00Z,145.514,145.526,145.471,145.471,19,18
2026-06-01T11:28:00Z,145.471,145.527,145.471,145.501,29,14
2026-06-01T11:29:00Z,145.501,145.549,145.501,145.513,15,15
2026-06-01T11:30:00Z,145.513,145.577,145.498,145.566,27,17
2026-06-01T11:31:00Z,145.566,145.579,145.520,145.567,16,18
2026-06-01T11:32:00Z,145.567,145.573,145.526,145.551,30,12
2026-06-01T11:33:00Z,145.551,145.571,145.529,145.562,16,16
2026-06-01T11:34:00Z,145.562,145.657,145.555,145.631,27,17
2026-06-01T11:35:00Z,145.631,145.653,145.621,145.621,18,12
2026-06-01T11:36:00Z,145.621,145.651,145.613,145.651,26,12
2026-06-01T11:37:00Z,145.651,145.659,145.620,145.626,26,17
2026-06-01T11:38:00Z,145.626,145.626,145.513,145.528,19,12
2026-06-01T11:39:00Z,145.528,145.571,145.528,145.571,26,16
2026-06-01T11:40:00Z,145.571,145.598,145.567,145.585,24,13
2026-06-01T11:41:00Z,145.585,145.642,145.563,145.642,19,12
2026-06-01T11:42:00Z,145.642,145.662,145.618,145.635,30,17
2026-06-01T11:43:00Z,145.635,145.636,145.599,145.632,28,12
2026-06-01T11:44:00Z,145.632,145.642,145.562,145.598,25,18
2026-06-01T11:45:00Z,145.598,145.645,145.592,145.620,22,14
2026-06-01T11:46:00Z,145.620,145.632,145.572,145.596,19,18
2026-06-01T11:47:00Z,145.596,145.652,145.578,145.652,24,17
2026-06-01T11:48:00Z,145.652,145.669,145.595,145.595,31,12
2026-06-01T11:49:00Z,145.595,145.654,145.592,145.654,31,18
2026-06-01T11:50:00Z,145.654,145.696,145.654,145.696,29,12
2026-06-01T11:51:00Z,145.696,145.696,145.637,145.659,23,14
2026-06-01T11:52:00Z,145.659,145.662,145.613,145.613,29,13
2026-06-01T11:53:00Z,145.613,145.655,145.613,145.655,24,15
2026-06-01T11:54:00Z,145.655,145.680,145.607,145.680,24,15
2026-06-01T11:55:00Z,145.680,145.689,145.638,145.661,20,14
2026-06-01T11:56:00Z,145.661,145.805,145.661,145.805,30,12
2026-06-01T11:57:00Z,145.805,145.827,145.781,145.827,30,15
2026-06-01T11:58:00Z,145.827,145.876,145.821,145.876,33,12
2026-06-01T11:59:00Z,145.876,145.876,145.810,145.821,27,12
2026-06-01T12:00:00Z,145.821,145.821,145.794,145.796,27,13
2026-06-01T12:01:00Z,145.796,145.819,145.747,145.747,30,16
2026-06-01T12:02:00Z,145.747,145.756,145.731,145.744,21,13
2026-06-01T12:03:00Z,145.744,145.764,145.728,145.741,25,16
2026-06-01T12:04:00Z,145.741,145.756,145.718,145.718,23,16
2026-06-01T12:05:00Z,145.718,145.788,145.718,145.788,21,17
2026-06-01T12:06:00Z,145.788,145.788,145.746,145.764,27,12
2026-06-01T12:07:00Z,145.764,145.787,145.731,145.762,28,18
2026-06-01T12:08:00Z,145.762,145.783,145.704,145.705,33,18
2026-06-01T12:09:00Z,145.705,145.724,145.700,145.722,35,15
2026-06-01T12:10:00Z,145.722,145.755,145.722,145.755,29,16
2026-06-01T12:11:00Z,145.755,145.813,145.736,145.813,27,16
2026-06-01T12:12:00Z,145.813,145.837,145.778,145.787,29,17
2026-06-01T12:13:00Z,145.787,145.808,145.743,145.746,27,18
2026-06-01T12:14:00Z,145.746,145.752,145.716,145.716,25,15
2026-06-01T12:15:00Z,145.716,145.716,145.621,145.621,35,18
2026-06-01T12:16:00Z,145.621,145.643,145.535,145.600,24,15
2026-06-01T12:17:00Z,145.600,145.740,145.600,145.723,23,14
2026-06-01T12:18:00Z,145.723,145.731,145.665,145.665,37,12
2026-06-01T12:19:00Z,145.665,145.731,145.651,145.731,28,16
2026-06-01T12:20:00Z,145.731,145.795,145.730,145.777,32,13
2026-06-01T12:21:00Z,145.777,145.823,145.751,145.823,30,13
2026-06-01T12:22:00Z,145.823,145.859,145.822,145.842,37,12
2026-06-01T12:23:00Z,145.842,145.850,145.799,145.799,37,18
2026-06-01T12:24:00Z,145.799,145.822,145.770,145.810,25,18
2026-06-01T12:25:00Z,145.810,145.867,145.802,145.847,32,16
2026-06-01T12:26:00Z,145.847,145.925,145.847,145.902,40,15
2026-06-01T12:27:00Z,145.902,145.902,145.856,145.856,26,18
2026-06-01T12:28:00Z,145.856,145.937,145.856,145.911,41,13
2026-06-01T12:29:00Z,145.911,145.928,145.905,145.911,28,13
2026-06-01T12:30:00Z,145.911,145.931,145.904,145.904,42,12
2026-06-01T12:31:00Z,145.904,145.930,145.789,145.800,42,18
2026-06-01T12:32:00Z,145.800,145.802,145.768,145.802,34,15
2026-06-01T12:33:00Z,145.802,145.802,145.735,145.742,35,14
2026-06-01T12:34:00Z,145.742,145.742,145.628,145.666,28,18
2026-06-01T12:35:00Z,145.666,145.694,145.657,145.683,41,18
2026-06-01T12:36:00Z,145.683,145.690,145.597,145.615,45,17
2026-06-01T12:37:00Z,145.615,145.678,145.600,145.668,40,13
2026-06-01T12:38:00Z,145.668,145.674,145.571,145.571,30,16
2026-06-01T12:39:00Z,145.571,145.588,145.515,145.538,38,15
2026-06-01T12:40:00Z,145.538,145.572,145.529,145.572,39,14
2026-06-01T12:41:00Z,145.572,145.572,145.517,145.517,38,17
2026-06-01T12:42:00Z,145.517,145.537,145.404,145.419,35,18
2026-06-01T12:43:00Z,145.419,145.425,145.370,145.392,32,18
2026-06-01T12:44:00Z,145.392,145.475,145.392,145.466,42,17
2026-06-01T12:45:00Z,145.466,145.513,145.444,145.513,40,17
2026-06-01T12:46:00Z,145.513,145.533,145.460,145.533,40,13
2026-06-01T12:47:00Z,145.533,145.533,145.429,145.429,47,16
2026-06-01T12:48:00Z,145.429,145.443,145.386,145.443,45,18
2026-06-01T12:49:00Z,145.443,145.443,145.361,145.361,46,13
2026-06-01T12:50:00Z,145.361,145.431,145.361,145.418,46,16
2026-06-01T12:51:00Z,145.418,145.418,145.358,145.398,36,16
2026-06-01T12:52:00Z,145.398,145.399,145.372,145.375,48,16
2026-06-01T12:53:00Z,145.375,145.414,145.331,145.360,42,17
2026-06-01T12:54:00Z,145.360,145.360,145.308,145.334,46,12
2026-06-01T12:55:00Z,145.334,145.393,145.334,145.382,39,16
2026-06-01T12:56:00Z,145.382,145.404,145.318,145.382,52,18
2026-06-01T12:57:00Z,145.382,145.401,145.363,145.394,43,18
2026-06-01T12:58:00Z,145.394,145.405,145.356,145.402,42,12
2026-06-01T12:59:00Z,145.402,145.408,145.327,145.327,50,14
2026-06-01T13:00:00Z,145.327,145.327,145.265,145.300,38,15
2026-06-01T13:01:00Z,145.300,145.328,145.280,145.302,46,15
2026-06-01T13:02:00Z,145.302,145.378,145.302,145.378,44,15
2026-06-01T13:03:00Z,145.378,145.379,145.348,145.373,43,16
2026-06-01T13:04:00Z,145.373,145.420,145.361,145.403,46,16
2026-06-01T13:05:00Z,145.403,145.403,145.342,145.351,41,17
2026-06-01T13:06:00Z,145.351,145.381,145.328,145.353,45,12
2026-06-01T13:07:00Z,145.353,145.384,145.331,145.384,40,18
2026-06-01T13:08:00Z,145.384,145.436,145.384,145.422,55,18
2026-06-01T13:09:00Z,145.422,145.539,145.419,145.516,45,12
2026-06-01T13:10:00Z,145.516,145.548,145.509,145.542,58,15
2026-06-01T13:11:00Z,145.542,145.655,145.542,145.640,44,17
2026-06-01T13:12:00Z,145.640,145.722,145.633,145.706,51,13
2026-06-01T13:13:00Z,145.706,145.712,145.650,145.712,54,15
2026-06-01T13:14:00Z,145.712,145.753,145.680,145.680,49,15
2026-06-01T13:15:00Z,145.680,145.728,145.680,145.681,57,16
2026-06-01T13:16:00Z,145.681,145.763,145.678,145.720,54,12
2026-06-01T13:17:00Z,145.720,145.784,145.720,145.776,47,16
2026-06-01T13:18:00Z,145.776,145.794,145.720,145.753,58,17
2026-06-01T13:19:00Z,145.753,145.755,145.694,145.739,53,16
2026-06-01T13:20:00Z,145.739,145.739,145.640,145.647,50,13
2026-06-01T13:21:00Z,145.647,145.647,145.537,145.540,50,18
2026-06-01T13:22:00Z,145.540,145.540,145.435,145.447,54,12
2026-06-01T13:23:00Z,145.447,145.454,145.417,145.421,54,15
2026-06-01T13:24:00Z,145.421,145.449,145.392,145.392,54,15
2026-06-01T13:25:00Z,145.392,145.403,145.340,145.363,55,12
2026-06-01T13:26:00Z,145.363,145.391,145.289,145.289,51,15
2026-06-01T13:27:00Z,145.289,145.334,145.263,145.334,53,12
2026-06-01T13:28:00Z,145.334,145.366,145.329,145.346,56,15
2026-06-01T13:29:00Z,145.346,145.346,145.301,145.339,65,18
2026-06-01T13:30:00Z,145.339,145.339,145.264,145.264,55,15
2026-06-01T13:31:00Z,145.264,145.407,145.264,145.388,57,12
2026-06-01T13:32:00Z,145.388,145.410,145.358,145.379,66,13
2026-06-01T13:33:00Z,145.379,145.379,145.313,145.313,60,14
2026-06-01T13:34:00Z,145.313,145.328,145.261,145.261,58,17
2026-06-01T13:35:00Z,145.261,145.284,145.241,145.256,68,17
2026-06-01T13:36:00Z,145.256,145.301,145.256,145.287,70,16
2026-06-01T13:37:00Z,145.287,145.295,145.219,145.231,65,17
2026-06-01T13:38:00Z,145.231,145.297,145.231,145.240,71,15
2026-06-01T13:39:00Z,145.240,145.268,145.231,145.237,59,15
2026-06-01T13:40:00Z,145.237,145.252,145.151,145.151,67,13
2026-06-01T13:41:00Z,145.151,145.167,145.087,145.093,66,16
2026-06-01T13:42:00Z,145.093,145.135,145.083,145.099,72,17
2026-06-01T13:43:00Z,145.099,145.115,145.019,145.115,61,16
2026-06-01T13:44:00Z,145.115,145.162,145.115,145.139,62,14
2026-06-01T13:45:00Z,145.139,145.172,145.139,145.148,66,18
2026-06-01T13:46:00Z,145.148,145.156,145.107,145.110,65,13
2026-06-01T13:47:00Z,145.110,145.139,145.072,145.072,68,14
2026-06-01T13:48:00Z,145.072,145.072,145.005,145.020,64,12
2026-06-01T13:49:00Z,145.020,145.074,145.020,145.074,68,16
2026-06-01T13:50:00Z,145.074,145.082,145.035,145.080,75,13
2026-06-01T13:51:00Z,145.080,145.101,145.061,145.095,67,15
2026-06-01T13:52:00Z,145.095,145.095,145.006,145.057,75,15
2026-06-01T13:53:00Z,145.057,145.068,145.038,145.048,70,12
2026-06-01T13:54:00Z,145.048,145.053,144.976,144.996,76,15
2026-06-01T13:55:00Z,144.996,145.009,144.984,145.009,80,12
2026-06-01T13:56:00Z,145.009,145.077,145.009,145.077,77,15
2026-06-01T13:57:00Z,145.077,145.167,145.077,145.139,71,18
2026-06-01T13:58:00Z,145.139,145.139,145.019,145.030,71,16
2026-06-01T13:59:00Z,145.030,145.044,144.973,145.044,69,12
2026-06-02T08:00:00Z,145.567,145.630,145.567,145.611,79,54
2026-06-02T08:01:00Z,145.611,145.626,145.580,145.580,67,54
2026-06-02T08:02:00Z,145.580,145.593,145.552,145.563,83,34
2026-06-02T08:03:00Z,145.563,145.610,145.563,145.609,81,38
2026-06-02T08:04:00Z,145.609,145.633,145.568,145.568,82,31
2026-06-02T08:05:00Z,145.568,145.581,145.500,145.525,75,32
2026-06-02T08:06:00Z,145.525,145.539,145.477,145.487,79,28
2026-06-02T08:07:00Z,145.487,145.530,145.476,145.487,66,27
2026-06-02T08:08:00Z,145.487,145.487,145.401,145.401,71,36
2026-06-02T08:09:00Z,145.401,145.528,145.400,145.528,68,31
2026-06-02T08:10:00Z,145.528,145.532,145.485,145.489,66,23
2026-06-02T08:11:00Z,145.489,145.499,145.458,145.465,74,23
2026-06-02T08:12:00Z,145.465,145.516,145.443,145.443,72,29
2026-06-02T08:13:00Z,145.443,145.463,145.440,145.453,66,26
2026-06-02T08:14:00Z,145.453,145.492,145.444,145.481,63,27
2026-06-02T08:15:00Z,145.481,145.497,145.463,145.497,68,23
2026-06-02T08:16:00Z,145.497,145.530,145.497,145.524,62,28
2026-06-02T08:17:00Z,145.524,145.572,145.519,145.558,66,28
2026-06-02T08:18:00Z,145.558,145.603,145.536,145.603,74,22
2026-06-02T08:19:00Z,145.603,145.619,145.512,145.512,59,17
2026-06-02T08:20:00Z,145.512,145.606,145.477,145.595,63,20
2026-06-02T08:21:00Z,145.595,145.620,145.564,145.578,67,19
2026-06-02T08:22:00Z,145.578,145.667,145.578,145.654,71,19
2026-06-02T08:23:00Z,145.654,145.665,145.616,145.641,70,21
2026-06-02T08:24:00Z,145.641,145.641,145.575,145.607,63,18
2026-06-02T08:25:00Z,145.607,145.617,145.584,145.587,55,23
2026-06-02T08:26:00Z,145.587,145.618,145.553,145.553,69,21
2026-06-02T08:27:00Z,145.553,145.563,145.511,145.559,55,15
2026-06-02T08:28:00Z,145.559,145.583,145.555,145.572,66,19
2026-06-02T08:29:00Z,145.572,145.643,145.534,145.563,59,18
2026-06-02T08:30:00Z,145.563,145.600,145.494,145.530,53,20
2026-06-02T08:31:00Z,145.530,145.632,145.518,145.601,60,21
2026-06-02T08:32:00Z,145.601,145.617,145.571,145.597,50,14
2026-06-02T08:33:00Z,145.597,145.604,145.563,145.586,58,17
2026-06-02T08:34:00Z,145.586,145.676,145.586,145.674,52,18
2026-06-02T08:35:00Z,145.674,145.722,145.674,145.694,63,19
2026-06-02T08:36:00Z,145.694,145.694,145.622,145.622,52,19
2026-06-02T08:37:00Z,145.622,145.681,145.622,145.680,55,19
